Regime,Mean_Return,Std_Return,Sharpe_Ratio,Observations
0,-0.00012611190244553886,0.013121668376873044,-0.009610965528424055,163
1,0.004299245159863666,0.026316293036591738,0.1633681899607114,169
2,0.006403621062093747,0.06699744256581142,0.0955800821173657,168
